ProductID,ChannelID,LocationID,Qty,StartDate,EndDate,Period,UOM
APPLE_ELSTAR,AH,NL-GE,927.09,2023-11-20,2023-11-26,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,761.36,2023-11-27,2023-12-03,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,662.62,2023-12-04,2023-12-10,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,631.43,2023-12-11,2023-12-17,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,542.69,2023-12-18,2023-12-24,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,611.61,2023-12-25,2023-12-31,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,638.0,2024-01-01,2024-01-07,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,729.5,2024-01-08,2024-01-14,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,761.43,2024-01-15,2024-01-21,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,553.26,2024-01-22,2024-01-28,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,711.23,2024-01-29,2024-02-04,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,630.4,2024-02-05,2024-02-11,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,815.94,2024-02-12,2024-02-18,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,811.14,2024-02-19,2024-02-25,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,738.48,2024-02-26,2024-03-03,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,719.25,2024-03-04,2024-03-10,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,664.96,2024-03-11,2024-03-17,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,682.84,2024-03-18,2024-03-24,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,643.5,2024-03-25,2024-03-31,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,552.44,2024-04-01,2024-04-07,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,704.84,2024-04-08,2024-04-14,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,603.9,2024-04-15,2024-04-21,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,623.26,2024-04-22,2024-04-28,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,632.84,2024-04-29,2024-05-05,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,597.81,2024-05-06,2024-05-12,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,565.24,2024-05-13,2024-05-19,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,461.31,2024-05-20,2024-05-26,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,495.23,2024-05-27,2024-06-02,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,552.16,2024-06-03,2024-06-09,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,445.52,2024-06-10,2024-06-16,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,517.51,2024-06-17,2024-06-23,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,544.45,2024-06-24,2024-06-30,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,525.95,2024-07-01,2024-07-07,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,569.34,2024-07-08,2024-07-14,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,577.25,2024-07-15,2024-07-21,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,490.83,2024-07-22,2024-07-28,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,610.95,2024-07-29,2024-08-04,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,694.22,2024-08-05,2024-08-11,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,642.62,2024-08-12,2024-08-18,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,699.38,2024-08-19,2024-08-25,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,807.43,2024-08-26,2024-09-01,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,815.33,2024-09-02,2024-09-08,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,749.91,2024-09-09,2024-09-15,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,971.3,2024-09-16,2024-09-22,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,768.28,2024-09-23,2024-09-29,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,913.28,2024-09-30,2024-10-06,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,772.77,2024-10-07,2024-10-13,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,950.62,2024-10-14,2024-10-20,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,917.65,2024-10-21,2024-10-27,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,860.57,2024-10-28,2024-11-03,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,826.36,2024-11-04,2024-11-10,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,858.48,2024-11-11,2024-11-17,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,851.69,2024-11-18,2024-11-24,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,866.7,2024-11-25,2024-12-01,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,596.52,2024-12-02,2024-12-08,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,600.95,2024-12-09,2024-12-15,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,664.07,2024-12-16,2024-12-22,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,702.6,2024-12-23,2024-12-29,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,572.9,2024-12-30,2025-01-05,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,758.69,2025-01-06,2025-01-12,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,651.48,2025-01-13,2025-01-19,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,575.68,2025-01-20,2025-01-26,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,641.78,2025-01-27,2025-02-02,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,926.07,2025-02-03,2025-02-09,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,846.53,2025-02-10,2025-02-16,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,663.39,2025-02-17,2025-02-23,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,669.09,2025-02-24,2025-03-02,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,835.68,2025-03-03,2025-03-09,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,819.19,2025-03-10,2025-03-16,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,894.32,2025-03-17,2025-03-23,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,659.09,2025-03-24,2025-03-30,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,818.65,2025-03-31,2025-04-06,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,662.17,2025-04-07,2025-04-13,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,661.18,2025-04-14,2025-04-20,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,646.57,2025-04-21,2025-04-27,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,638.77,2025-04-28,2025-05-04,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,660.06,2025-05-05,2025-05-11,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,710.49,2025-05-12,2025-05-18,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,539.42,2025-05-19,2025-05-25,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,528.05,2025-05-26,2025-06-01,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,450.32,2025-06-02,2025-06-08,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,595.16,2025-06-09,2025-06-15,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,632.4,2025-06-16,2025-06-22,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,604.66,2025-06-23,2025-06-29,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,535.52,2025-06-30,2025-07-06,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,581.38,2025-07-07,2025-07-13,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,487.73,2025-07-14,2025-07-20,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,439.43,2025-07-21,2025-07-27,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,575.4,2025-07-28,2025-08-03,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,641.32,2025-08-04,2025-08-10,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,823.09,2025-08-11,2025-08-17,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,889.36,2025-08-18,2025-08-24,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,866.38,2025-08-25,2025-08-31,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,823.52,2025-09-01,2025-09-07,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,806.78,2025-09-08,2025-09-14,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,720.11,2025-09-15,2025-09-21,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,982.85,2025-09-22,2025-09-28,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,761.84,2025-09-29,2025-10-05,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,1066.13,2025-10-06,2025-10-12,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,890.61,2025-10-13,2025-10-19,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,793.24,2025-10-20,2025-10-26,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,884.24,2025-10-27,2025-11-02,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,1140.77,2025-11-03,2025-11-09,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,952.97,2025-11-10,2025-11-16,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,870.38,2025-11-17,2025-11-23,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,923.88,2025-11-24,2025-11-30,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,584.12,2025-12-01,2025-12-07,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,874.83,2025-12-08,2025-12-14,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,800.54,2025-12-15,2025-12-21,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,771.81,2025-12-22,2025-12-28,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,668.37,2025-12-29,2026-01-04,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,707.63,2026-01-05,2026-01-11,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,737.67,2026-01-12,2026-01-18,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,761.83,2026-01-19,2026-01-25,Weekly,KG
APPLE_ELSTAR,AH,NL-GE,605.59,2026-01-26,2026-02-01,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,457.98,2023-01-30,2023-02-05,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,700.12,2023-02-06,2023-02-12,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,673.83,2023-02-13,2023-02-19,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,675.24,2023-02-20,2023-02-26,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,664.58,2023-02-27,2023-03-05,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,584.48,2023-03-06,2023-03-12,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,691.18,2023-03-13,2023-03-19,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,607.54,2023-03-20,2023-03-26,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,638.1,2023-03-27,2023-04-02,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,637.34,2023-04-03,2023-04-09,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,659.35,2023-04-10,2023-04-16,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,663.51,2023-04-17,2023-04-23,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,542.46,2023-04-24,2023-04-30,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,704.28,2023-05-01,2023-05-07,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,549.41,2023-05-08,2023-05-14,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,715.57,2023-05-15,2023-05-21,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,578.43,2023-05-22,2023-05-28,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,577.65,2023-05-29,2023-06-04,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,612.4,2023-06-05,2023-06-11,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,565.03,2023-06-12,2023-06-18,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,587.09,2023-06-19,2023-06-25,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,596.16,2023-06-26,2023-07-02,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,623.16,2023-07-03,2023-07-09,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,654.15,2023-07-10,2023-07-16,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,548.17,2023-07-17,2023-07-23,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,433.97,2023-07-24,2023-07-30,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,533.08,2023-07-31,2023-08-06,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,874.36,2023-08-07,2023-08-13,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,1022.83,2023-08-14,2023-08-20,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,835.82,2023-08-21,2023-08-27,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,665.4,2023-08-28,2023-09-03,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,917.02,2023-09-04,2023-09-10,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,907.83,2023-09-11,2023-09-17,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,776.62,2023-09-18,2023-09-24,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,1055.31,2023-09-25,2023-10-01,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,931.16,2023-10-02,2023-10-08,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,845.23,2023-10-09,2023-10-15,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,945.97,2023-10-16,2023-10-22,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,870.57,2023-10-23,2023-10-29,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,815.16,2023-10-30,2023-11-05,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,997.08,2023-11-06,2023-11-12,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,863.67,2023-11-13,2023-11-19,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,957.64,2023-11-20,2023-11-26,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,765.42,2023-11-27,2023-12-03,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,645.69,2023-12-04,2023-12-10,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,657.34,2023-12-11,2023-12-17,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,573.94,2023-12-18,2023-12-24,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,694.85,2023-12-25,2023-12-31,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,631.03,2024-01-01,2024-01-07,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,687.64,2024-01-08,2024-01-14,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,710.64,2024-01-15,2024-01-21,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,769.0,2024-01-22,2024-01-28,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,874.17,2024-01-29,2024-02-04,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,636.26,2024-02-05,2024-02-11,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,675.89,2024-02-12,2024-02-18,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,611.71,2024-02-19,2024-02-25,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,638.27,2024-02-26,2024-03-03,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,762.92,2024-03-04,2024-03-10,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,635.92,2024-03-11,2024-03-17,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,680.97,2024-03-18,2024-03-24,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,648.79,2024-03-25,2024-03-31,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,659.95,2024-04-01,2024-04-07,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,706.34,2024-04-08,2024-04-14,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,485.4,2024-04-15,2024-04-21,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,540.4,2024-04-22,2024-04-28,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,650.98,2024-04-29,2024-05-05,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,668.65,2024-05-06,2024-05-12,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,557.81,2024-05-13,2024-05-19,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,500.47,2024-05-20,2024-05-26,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,525.61,2024-05-27,2024-06-02,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,566.39,2024-06-03,2024-06-09,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,454.88,2024-06-10,2024-06-16,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,528.33,2024-06-17,2024-06-23,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,553.42,2024-06-24,2024-06-30,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,520.58,2024-07-01,2024-07-07,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,447.35,2024-07-08,2024-07-14,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,504.15,2024-07-15,2024-07-21,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,486.73,2024-07-22,2024-07-28,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,625.1,2024-07-29,2024-08-04,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,756.17,2024-08-05,2024-08-11,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,729.47,2024-08-12,2024-08-18,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,759.03,2024-08-19,2024-08-25,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,903.71,2024-08-26,2024-09-01,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,812.56,2024-09-02,2024-09-08,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,833.22,2024-09-09,2024-09-15,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,928.18,2024-09-16,2024-09-22,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,854.99,2024-09-23,2024-09-29,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,872.24,2024-09-30,2024-10-06,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,779.96,2024-10-07,2024-10-13,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,873.35,2024-10-14,2024-10-20,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,851.68,2024-10-21,2024-10-27,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,1045.73,2024-10-28,2024-11-03,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,1129.62,2024-11-04,2024-11-10,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,966.49,2024-11-11,2024-11-17,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,757.59,2024-11-18,2024-11-24,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,862.27,2024-11-25,2024-12-01,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,632.82,2024-12-02,2024-12-08,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,703.55,2024-12-09,2024-12-15,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,725.7,2024-12-16,2024-12-22,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,720.81,2024-12-23,2024-12-29,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,602.8,2024-12-30,2025-01-05,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,662.21,2025-01-06,2025-01-12,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,717.96,2025-01-13,2025-01-19,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,779.2,2025-01-20,2025-01-26,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,810.7,2025-01-27,2025-02-02,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,681.6,2025-02-03,2025-02-09,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,700.44,2025-02-10,2025-02-16,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,753.1,2025-02-17,2025-02-23,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,640.36,2025-02-24,2025-03-02,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,760.52,2025-03-03,2025-03-09,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,759.95,2025-03-10,2025-03-16,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,848.51,2025-03-17,2025-03-23,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,805.4,2025-03-24,2025-03-30,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,842.69,2025-03-31,2025-04-06,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,936.13,2025-04-07,2025-04-13,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,554.42,2025-04-14,2025-04-20,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,593.42,2025-04-21,2025-04-27,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,770.34,2025-04-28,2025-05-04,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,602.23,2025-05-05,2025-05-11,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,611.11,2025-05-12,2025-05-18,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,641.12,2025-05-19,2025-05-25,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,491.81,2025-05-26,2025-06-01,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,486.09,2025-06-02,2025-06-08,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,620.36,2025-06-09,2025-06-15,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,575.55,2025-06-16,2025-06-22,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,556.58,2025-06-23,2025-06-29,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,462.85,2025-06-30,2025-07-06,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,539.47,2025-07-07,2025-07-13,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,532.98,2025-07-14,2025-07-20,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,564.11,2025-07-21,2025-07-27,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,631.34,2025-07-28,2025-08-03,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,764.01,2025-08-04,2025-08-10,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,827.74,2025-08-11,2025-08-17,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,716.92,2025-08-18,2025-08-24,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,810.77,2025-08-25,2025-08-31,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,862.45,2025-09-01,2025-09-07,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,830.62,2025-09-08,2025-09-14,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,894.0,2025-09-15,2025-09-21,Weekly,KG
APPLE_ELSTAR,AH,NL-NB,929.77,2025-09-22,2025-09-28,Weekly,KG
