ProductID,ChannelID,LocationID,StartDate,EndDate,Period,Qty,UOM,NetPrice,ListPrice,ForecastQty,Method
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-19,2026-02-19,Daily,,KG,2.652,2.652,132.66934204101562,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-20,2026-02-20,Daily,,KG,2.652,2.652,139.2765655517578,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-21,2026-02-21,Daily,,KG,2.652,2.652,117.64208221435547,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-22,2026-02-22,Daily,,KG,2.652,2.652,112.53797149658203,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-23,2026-02-23,Daily,,KG,2.652,2.652,131.8361053466797,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-24,2026-02-24,Daily,,KG,2.652,2.652,140.39111328125,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-25,2026-02-25,Daily,,KG,2.652,2.652,136.61459350585938,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-26,2026-02-26,Daily,,KG,2.652,2.652,102.39999389648438,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-27,2026-02-27,Daily,,KG,2.652,2.652,135.5408172607422,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NB,2026-02-28,2026-02-28,Daily,,KG,2.652,2.652,130.0107879638672,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NB,2026-03-01,2026-03-01,Daily,,KG,2.652,2.652,119.326416015625,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-02,2026-02-02,Daily,,KG,2.933,2.933,135.95960998535156,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-03,2026-02-03,Daily,,KG,2.933,2.933,137.3775177001953,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-04,2026-02-04,Daily,,KG,2.933,2.933,124.7696762084961,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-05,2026-02-05,Daily,,KG,2.933,2.933,153.64085388183594,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-06,2026-02-06,Daily,,KG,2.933,2.933,121.0744400024414,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-07,2026-02-07,Daily,,KG,2.933,2.933,121.96195983886719,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-08,2026-02-08,Daily,,KG,2.933,2.933,103.61885070800781,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-09,2026-02-09,Daily,,KG,2.933,2.933,122.8246841430664,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-10,2026-02-10,Daily,,KG,2.933,2.933,132.01022338867188,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-11,2026-02-11,Daily,,KG,2.933,2.933,105.54164123535156,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-12,2026-02-12,Daily,,KG,2.933,2.933,122.5790023803711,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-13,2026-02-13,Daily,,KG,2.933,2.933,128.8882293701172,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-14,2026-02-14,Daily,,KG,2.933,2.933,109.97757720947266,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-15,2026-02-15,Daily,,KG,2.933,2.933,111.00652313232422,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-16,2026-02-16,Daily,,KG,2.933,2.933,134.62567138671875,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-17,2026-02-17,Daily,,KG,2.933,2.933,143.29562377929688,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-18,2026-02-18,Daily,,KG,2.933,2.933,103.71556091308594,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-19,2026-02-19,Daily,,KG,2.933,2.933,128.8155975341797,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-20,2026-02-20,Daily,,KG,2.933,2.933,141.5525665283203,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-21,2026-02-21,Daily,,KG,2.933,2.933,118.62606048583984,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-22,2026-02-22,Daily,,KG,2.933,2.933,107.72045135498047,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-23,2026-02-23,Daily,,KG,2.933,2.933,131.52439880371094,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-24,2026-02-24,Daily,,KG,2.933,2.933,112.57292175292969,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-25,2026-02-25,Daily,,KG,2.933,2.933,145.11000061035156,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-26,2026-02-26,Daily,,KG,2.933,2.933,135.05953979492188,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-27,2026-02-27,Daily,,KG,2.933,2.933,138.61866760253906,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-02-28,2026-02-28,Daily,,KG,2.933,2.933,129.55055236816406,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-NH,2026-03-01,2026-03-01,Daily,,KG,2.933,2.933,118.14448547363281,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-02,2026-02-02,Daily,,KG,2.803,2.803,140.700439453125,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-03,2026-02-03,Daily,,KG,2.803,2.803,141.0649871826172,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-04,2026-02-04,Daily,,KG,2.803,2.803,137.31874084472656,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-05,2026-02-05,Daily,,KG,2.803,2.803,162.00958251953125,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-06,2026-02-06,Daily,,KG,2.803,2.803,124.29181671142578,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-07,2026-02-07,Daily,,KG,2.803,2.803,110.39079284667969,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-08,2026-02-08,Daily,,KG,2.803,2.803,106.13907623291016,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-09,2026-02-09,Daily,,KG,2.803,2.803,123.67940521240234,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-10,2026-02-10,Daily,,KG,2.803,2.803,133.02621459960938,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-11,2026-02-11,Daily,,KG,2.803,2.803,115.3326416015625,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-12,2026-02-12,Daily,,KG,2.803,2.803,137.85238647460938,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-13,2026-02-13,Daily,,KG,2.803,2.803,138.69186401367188,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-14,2026-02-14,Daily,,KG,2.803,2.803,116.48168182373047,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-15,2026-02-15,Daily,,KG,2.803,2.803,122.17930603027344,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-16,2026-02-16,Daily,,KG,2.803,2.803,133.9653778076172,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-17,2026-02-17,Daily,,KG,2.803,2.803,146.8026885986328,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-18,2026-02-18,Daily,,KG,2.803,2.803,113.57498168945312,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-19,2026-02-19,Daily,,KG,2.803,2.803,135.49925231933594,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-20,2026-02-20,Daily,,KG,2.803,2.803,147.5976104736328,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-21,2026-02-21,Daily,,KG,2.803,2.803,118.56602478027344,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-22,2026-02-22,Daily,,KG,2.803,2.803,94.77412414550781,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-23,2026-02-23,Daily,,KG,2.803,2.803,127.3741455078125,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-24,2026-02-24,Daily,,KG,2.803,2.803,129.30392456054688,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-25,2026-02-25,Daily,,KG,2.803,2.803,149.84129333496094,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-26,2026-02-26,Daily,,KG,2.803,2.803,123.40301513671875,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-27,2026-02-27,Daily,,KG,2.803,2.803,152.16363525390625,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-02-28,2026-02-28,Daily,,KG,2.803,2.803,130.75779724121094,xgboost_feat
APPLE_ELSTAR,ONLINE,NL-ZH,2026-03-01,2026-03-01,Daily,,KG,2.803,2.803,118.67109680175781,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-02,2026-02-02,Daily,,KG,2.633,2.633,128.85256958007812,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-03,2026-02-03,Daily,,KG,2.633,2.633,137.3476104736328,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-04,2026-02-04,Daily,,KG,2.633,2.633,128.02061462402344,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-05,2026-02-05,Daily,,KG,2.633,2.633,136.7137908935547,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-06,2026-02-06,Daily,,KG,2.633,2.633,129.47378540039062,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-07,2026-02-07,Daily,,KG,2.633,2.633,116.19950103759766,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-08,2026-02-08,Daily,,KG,2.633,2.633,110.84932708740234,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-09,2026-02-09,Daily,,KG,2.633,2.633,111.63353729248047,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-10,2026-02-10,Daily,,KG,2.633,2.633,111.37150573730469,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-11,2026-02-11,Daily,,KG,2.633,2.633,98.58883666992188,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-12,2026-02-12,Daily,,KG,2.633,2.633,116.78746795654297,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-13,2026-02-13,Daily,,KG,2.633,2.633,129.87913513183594,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-14,2026-02-14,Daily,,KG,2.633,2.633,110.94348907470703,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-15,2026-02-15,Daily,,KG,2.633,2.633,100.69657135009766,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-16,2026-02-16,Daily,,KG,2.633,2.633,126.51239013671875,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-17,2026-02-17,Daily,,KG,2.633,2.633,127.34432983398438,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-18,2026-02-18,Daily,,KG,2.633,2.633,102.12191009521484,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-19,2026-02-19,Daily,,KG,2.633,2.633,120.11412048339844,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-20,2026-02-20,Daily,,KG,2.633,2.633,127.60456848144531,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-21,2026-02-21,Daily,,KG,2.633,2.633,116.48944854736328,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-22,2026-02-22,Daily,,KG,2.633,2.633,106.96541595458984,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-23,2026-02-23,Daily,,KG,2.633,2.633,123.34496307373047,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-24,2026-02-24,Daily,,KG,2.633,2.633,122.61449432373047,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-25,2026-02-25,Daily,,KG,2.633,2.633,130.55775451660156,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-26,2026-02-26,Daily,,KG,2.633,2.633,114.42948913574219,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-27,2026-02-27,Daily,,KG,2.633,2.633,130.6209716796875,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-02-28,2026-02-28,Daily,,KG,2.633,2.633,127.4969253540039,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-GE,2026-03-01,2026-03-01,Daily,,KG,2.633,2.633,112.01958465576172,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-02,2026-02-02,Daily,,KG,2.755,2.755,137.13648986816406,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-03,2026-02-03,Daily,,KG,2.755,2.755,138.9826202392578,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-04,2026-02-04,Daily,,KG,2.755,2.755,128.83016967773438,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-05,2026-02-05,Daily,,KG,2.755,2.755,144.7355194091797,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-06,2026-02-06,Daily,,KG,2.755,2.755,136.34548950195312,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-07,2026-02-07,Daily,,KG,2.755,2.755,113.22014617919922,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-08,2026-02-08,Daily,,KG,2.755,2.755,113.83573913574219,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-09,2026-02-09,Daily,,KG,2.755,2.755,120.99776458740234,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-10,2026-02-10,Daily,,KG,2.755,2.755,118.1700668334961,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-11,2026-02-11,Daily,,KG,2.755,2.755,118.3037338256836,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-12,2026-02-12,Daily,,KG,2.755,2.755,128.4200439453125,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-13,2026-02-13,Daily,,KG,2.755,2.755,128.1985321044922,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-14,2026-02-14,Daily,,KG,2.755,2.755,115.0460205078125,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-15,2026-02-15,Daily,,KG,2.755,2.755,117.74359893798828,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-16,2026-02-16,Daily,,KG,2.755,2.755,133.88832092285156,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-17,2026-02-17,Daily,,KG,2.755,2.755,142.07882690429688,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-18,2026-02-18,Daily,,KG,2.755,2.755,117.73420715332031,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-19,2026-02-19,Daily,,KG,2.755,2.755,130.499755859375,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-20,2026-02-20,Daily,,KG,2.755,2.755,136.71717834472656,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-21,2026-02-21,Daily,,KG,2.755,2.755,115.70751190185547,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-22,2026-02-22,Daily,,KG,2.755,2.755,116.66796875,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-23,2026-02-23,Daily,,KG,2.755,2.755,139.23355102539062,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-24,2026-02-24,Daily,,KG,2.755,2.755,136.05087280273438,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-25,2026-02-25,Daily,,KG,2.755,2.755,138.09730529785156,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-26,2026-02-26,Daily,,KG,2.755,2.755,104.47510528564453,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-27,2026-02-27,Daily,,KG,2.755,2.755,133.62176513671875,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-02-28,2026-02-28,Daily,,KG,2.755,2.755,126.40054321289062,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NB,2026-03-01,2026-03-01,Daily,,KG,2.755,2.755,117.20556640625,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-02,2026-02-02,Daily,,KG,2.687,2.687,130.45217895507812,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-03,2026-02-03,Daily,,KG,2.687,2.687,133.04278564453125,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-04,2026-02-04,Daily,,KG,2.687,2.687,123.97742462158203,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-05,2026-02-05,Daily,,KG,2.687,2.687,143.7547607421875,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-06,2026-02-06,Daily,,KG,2.687,2.687,122.9407730102539,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-07,2026-02-07,Daily,,KG,2.687,2.687,121.29438018798828,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-08,2026-02-08,Daily,,KG,2.687,2.687,113.29301452636719,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-09,2026-02-09,Daily,,KG,2.687,2.687,116.26372528076172,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-10,2026-02-10,Daily,,KG,2.687,2.687,117.22686767578125,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-11,2026-02-11,Daily,,KG,2.687,2.687,99.07771301269531,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-12,2026-02-12,Daily,,KG,2.687,2.687,109.30756378173828,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-13,2026-02-13,Daily,,KG,2.687,2.687,116.78545379638672,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-14,2026-02-14,Daily,,KG,2.687,2.687,103.37837219238281,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-15,2026-02-15,Daily,,KG,2.687,2.687,97.77181243896484,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-16,2026-02-16,Daily,,KG,2.687,2.687,126.2184829711914,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-17,2026-02-17,Daily,,KG,2.687,2.687,140.09854125976562,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-18,2026-02-18,Daily,,KG,2.687,2.687,102.71464538574219,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-19,2026-02-19,Daily,,KG,2.687,2.687,120.17241668701172,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-20,2026-02-20,Daily,,KG,2.687,2.687,136.50070190429688,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-21,2026-02-21,Daily,,KG,2.687,2.687,115.22270202636719,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-22,2026-02-22,Daily,,KG,2.687,2.687,99.50640869140625,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-23,2026-02-23,Daily,,KG,2.687,2.687,128.0111846923828,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-24,2026-02-24,Daily,,KG,2.687,2.687,116.23326873779297,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-25,2026-02-25,Daily,,KG,2.687,2.687,137.3898162841797,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-26,2026-02-26,Daily,,KG,2.687,2.687,132.84698486328125,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-27,2026-02-27,Daily,,KG,2.687,2.687,137.6576385498047,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-02-28,2026-02-28,Daily,,KG,2.687,2.687,121.61227416992188,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-NH,2026-03-01,2026-03-01,Daily,,KG,2.687,2.687,112.72412872314453,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-ZH,2026-02-02,2026-02-02,Daily,,KG,2.812,2.812,140.2676239013672,xgboost_feat
APPLE_ELSTAR,RETAIL,NL-ZH,2026-02-03,2026-02-03,Daily,,KG,2.812,2.812,141.02992248535156,xgboost_feat
